1018,288,3,3
1019,288,5,1
1019,288,5,0
1036,288,4,3
1009,289,4,0
1026,290,1,3
1033,290,5,0
1009,291,4,1
1025,291,4,0
1033,291,4,0
1035,291,2,0
1012,292,3,2
1012,292,3,1
1019,292,3,3
1033,292,4,2
1009,293,1,2
1012,293,1,2
1019,293,5,1
1001,294,4,2
1009,294,1,3
1014,294,4,3
1037,295,4,2
1019,296,5,1
1020,296,1,1
1036,297,2,2
1001,674,3,2
1006,674,3,3
1035,674,1,2
1015,675,3,1
1032,675,2,1
1033,675,3,3
1006,676,2,0
1012,676,1,2
1019,676,1,0
1033,676,4,3
1005,677,2,3
1009,678,2,1
1019,678,1,1
1022,678,1,0
1036,678,5,2
1006,680,3,0
1019,680,0,0
1023,680,2,3
1036,680,3,3
1036,680,2,1
1037,680,2,0
1019,681,2,2
1027,681,1,2
1027,681,4,0
1033,681,5,0
1012,682,1,2
1023,682,4,0
1032,682,2,1
1033,682,5,3
1042,682,1,2
1042,682,1,0
1006,683,3,0
1015,683,3,1
1019,683,1,1
1021,683,4,1
1035,683,2,1
1019,684,1,0
1020,684,2,1
1023,684,3,2
1032,684,3,0
1033,684,3,3
1038,684,5,2
1019,685,3,0
1036,685,2,2
1006,686,2,3
1006,686,3,1
1007,686,1,3
1009,686,1,3
1011,686,3,2
1026,686,5,3
1033,686,2,1
1006,687,2,2
1019,687,1,3
1030,687,4,0
1019,688,1,3
1019,688,1,2
1033,688,3,3
1036,688,2,1
1008,689,4,1
1009,689,1,1
1019,689,5,2
1033,689,5,1
1033,689,4,0
1002,690,1,1
1012,690,1,3
1012,690,1,1
1029,690,1,0
1008,691,1,3
1012,691,1,3
1012,691,1,2
1036,691,2,0
1006,692,2,0
1009,692,1,2
1023,692,4,0
1033,692,4,1
1038,692,1,1
1012,693,1,2
1019,693,1,2
1001,694,4,0
1019,694,1,1
1033,694,4,3
1006,695,4,3
1008,695,1,2
1008,695,1,0
1019,695,1,2
1020,695,0,3
1020,695,0,1
1033,695,3,2
1006,697,3,2
1019,697,1,0
1033,697,2,0
1018,698,1,0
1026,698,3,0
1033,698,5,0
1006,699,1,2
1023,699,2,1
1023,699,5,0
1029,699,4,2
1033,699,3,1
1019,700,1,2
1004,701,3,3
1008,701,1,0
1012,701,1,0
1019,702,2,2
1020,702,1,0
1028,702,1,3
1030,702,4,2
1030,702,2,1
1019,703,1,2
1033,703,4,0
1006,704,1,0
1018,704,3,1
1019,704,1,0
1033,704,3,3
1035,704,0,2
1035,704,0,0
1019,705,0,2
1024,705,1,2
1032,705,4,2
1032,705,4,0
1009,706,3,2
1012,706,2,1
1019,706,1,0
1005,707,2,3
1009,707,1,0
1019,707,3,1
1033,707,5,2
1021,708,0,2
1006,709,3,0
1012,709,1,3
1018,709,2,3
1042,709,1,1
1042,709,1,0
1019,710,1,3
1019,710,1,2
1022,710,3,0
1039,710,3,2
1003,711,1,1
1006,711,2,2
1006,711,2,0
1008,711,1,1
1018,711,2,1
1006,712,2,3
1019,712,3,2
1027,712,5,0
1010,713,1,3
1009,714,1,3
1019,714,1,3
1020,714,3,2
1002,715,4,3
1019,715,1,1
1009,716,1,2
1042,716,1,0
1009,717,1,3
1019,717,1,1
1019,717,1,0
1024,717,3,3
1033,717,1,3
1039,717,5,0
1006,718,1,0
1012,718,1,2
1033,718,5,3
1033,718,2,2
1002,719,1,1
1019,719,1,3
1033,719,5,1
1019,720,2,3
1033,720,3,3
1005,721,3,3
1008,721,1,3
1033,721,5,0
1039,721,3,2
1019,722,1,1
1020,722,1,1
1033,722,4,1
1019,723,1,2
1006,724,2,1
1031,724,4,3
1032,724,0,2
1006,725,2,0
1009,725,1,0
1012,725,3,3
1019,725,1,2
1020,725,4,3
1023,725,2,3
1030,725,3,3
1033,725,4,2
1002,726,3,1
1033,726,1,1
1008,727,2,1
1019,727,2,2
1032,727,4,0
1033,727,4,1
1009,728,1,1
1012,728,1,0
1019,728,0,3
1019,728,1,1
1027,728,0,3
1006,729,1,2
1012,729,1,1
1019,729,1,3
1019,729,1,1
1023,730,5,2
1035,730,1,3
1035,730,2,0
1009,731,1,1
1010,731,1,0
1012,731,1,1
1026,731,1,1
1033,731,1,2
1002,732,1,0
1006,732,3,3
1019,732,1,2
1019,732,1,1
1020,732,0,1
1030,732,2,3
1030,732,2,0
1009,733,3,3
1009,733,3,0
1012,733,0,0
1015,733,3,2
1018,733,1,2
1033,733,2,3
1042,733,1,3
1006,734,1,3
1019,734,2,0
1023,734,5,0
1033,735,1,3
1006,736,3,3
1012,736,3,2
1019,736,1,3
1019,736,2,1
1030,736,5,1
1002,737,1,1
1005,737,3,0
1019,737,1,1
1020,737,2,1
1020,737,3,0
1022,737,1,2
1020,738,3,1
1033,738,1,2
1033,738,1,0
1003,739,1,0
1007,739,2,2
1007,739,3,1
1019,739,1,1
1020,739,0,2
1020,739,0,1
1031,739,3,0
1009,741,2,0
1012,741,1,1
1012,741,1,0
1019,741,1,3
1019,741,1,0
1014,742,4,0
1002,743,2,2
1002,743,1,0
1009,743,1,3
1012,743,1,2
1033,743,5,2
1042,743,1,2
1002,744,1,1
1012,744,1,3
1016,744,3,1
1019,744,1,0
1032,744,3,3
1032,744,2,2
1006,745,3,2
1006,745,2,0
1019,745,1,2
1019,745,1,1
1029,745,3,3
1036,745,1,2
1008,746,3,1
1008,746,4,0
1005,747,1,3
1019,747,2,3
1020,747,1,3
1026,747,5,2
1002,748,1,1
1019,748,2,3
1033,748,3,3
1009,749,3,2
1036,749,3,0
1012,750,5,2
1019,750,1,0
1023,750,2,3
1002,751,2,3
1020,751,0,0
1033,751,3,3
1033,751,1,0
1014,752,3,3
1021,752,2,2
1033,752,3,0
1006,753,4,1
1019,753,1,2
1019,753,1,1
1019,753,1,0
1030,753,3,3
1040,753,2,2
1042,753,1,0
1012,754,1,0
1023,754,2,1
1010,755,3,1
1010,755,1,0
1019,755,2,0
1032,755,2,1
1033,755,4,1
1033,755,5,0
1012,756,2,3
1019,756,1,1
1006,757,1,2
1012,757,1,1
1019,757,1,1
1033,757,3,3
1005,758,3,2
1019,758,1,0
1032,758,3,2
1033,758,2,1
1033,758,2,0
1035,758,4,2
1006,759,2,1
1009,759,1,1
1019,759,1,3
1033,759,2,1
1019,760,3,3
1019,760,3,2
1006,761,1,2
1019,761,1,1
1019,761,1,0
1023,761,2,1
1003,762,1,2
1009,762,1,3
1009,762,1,2
1019,762,1,3
1026,762,5,0
1033,762,1,3
